Relative Time Stamp (s),Latitude,Longitude,Altitude,Horizontal Accuracy,Vertical Accuracy
85123.78568958334, 41.084450301752504, 1.1564886476855318, 44.03402328491211, 5.0, 4.0
 85123.96500954167, 41.084450301752504, 1.1564886476855318, 44.03786849975586, 5.0, 4.0
 85124.93737529167, 41.084450301752504, 1.1564886476855318, 44.03915023803711, 5.0, 4.0
 85125.92776020835, 41.084439572916445, 1.15647976286817, 43.90603256225586, 5.0, 4.0
 85126.92655433333, 41.08443089764666, 1.1564691178511421, 43.89828109741211, 5.0, 6.0
 85127.93285358333, 41.08442138418656, 1.156457969919924, 44.00356674194336, 5.0, 4.0
 85128.93170445834, 41.084412164093074, 1.1564465705316107, 44.33834457397461, 5.0, 6.0
 85129.93257979167, 41.08440604530376, 1.1564358416955511, 44.64065170288086, 5.0, 6.0
 85130.93397483334, 41.08440478801828, 1.1564282979826968, 44.03731918334961, 5.0, 6.0
 85131.93484129167, 41.08440420128506, 1.1564224306504767, 45.93661117553711, 5.0, 6.0
 85132.934033875, 41.084404452742156, 1.156416144223098, 46.62551498413086, 5.0, 6.0
 85133.93034545834, 41.084402231537815, 1.1564088519673388, 47.48360824584961, 5.0, 6.0
 85134.93393658334, 41.08439942360025, 1.1564028169970553, 47.73806381225586, 5.0, 6.0
 85135.93105420834, 41.08439644802463, 1.156400218607072, 47.79348373413086, 5.0, 6.0
 85136.930305, 41.08439644802463, 1.156400218607072, 47.36684799194336, 5.0, 6.0
 85137.93289979167, 41.08439887877655, 1.1564013082544844, 47.21413803100586, 5.0, 6.0
 85138.93031775001, 41.084400722795245, 1.1564035713683407, 47.41152572631836, 5.0, 6.0
 85139.93121979167, 41.08440227344733, 1.1564077623199265, 48.03908920288086, 5.0, 6.0
 85140.93043220833, 41.084400722795245, 1.1564134620140831, 48.48775863647461, 5.0, 6.0
 85141.93516812501, 41.08440017797154, 1.1564199160795252, 48.36788558959961, 5.0, 6.0
 85142.93016837501, 41.08440311163765, 1.1564228497456353, 48.77798080444336, 5.0, 6.0
 85143.930081625, 41.08440675776553, 1.1564233526598255, 48.89956283569336, 5.0, 6.0
 85144.93186395834, 41.08440675776553, 1.1564233526598255, 49.38839340209961, 5.0, 6.0
 85145.93094366667, 41.08440675776553, 1.1564233526598255, 49.60689926147461, 5.0, 6.0
 85146.93212454166, 41.08440675776553, 1.1564233526598255, 49.79415512084961, 5.0, 6.0
 85147.93224745833, 41.08440675776553, 1.1564233526598255, 49.22811508178711, 5.0, 6.0
 85148.93052937501, 41.084412247912105, 1.1564136296521466, 50.27694320678711, 5.0, 6.0
 85149.931147625, 41.08440654821795, 1.1564095225195925, 50.20663070678711, 10.0, 6.0
 85150.93258879168, 41.08439904641461, 1.156403487549309, 50.34469223022461, 5.0, 6.0
 85151.93441954168, 41.08439560983431, 1.1564014758925478, 50.35097885131836, 5.0, 6.0
 85152.92989220834, 41.08439560983431, 1.1564014758925478, 50.25130844116211, 5.0, 6.0
 85153.93202820834, 41.084386347831305, 1.1563975363980572, 50.30776596069336, 5.0, 6.0
 85154.930421375, 41.084386347831305, 1.1563975363980572, 50.33901596069336, 5.0, 6.0
 85155.93200475001, 41.084386347831305, 1.1563975363980572, 50.97665023803711, 5.0, 6.0
 85156.92944783333, 41.084386347831305, 1.1563975363980572, 50.99007797241211, 5.0, 6.0
 85157.92951370834, 41.084386347831305, 1.1563975363980572, 50.99239730834961, 5.0, 4.0
 85158.92892679168, 41.084386347831305, 1.1563975363980572, 50.98934555053711, 5.0, 4.0
 85159.929759, 41.084386347831305, 1.1563975363980572, 50.98971176147461, 5.0, 4.0
 85160.928561875, 41.084386347831305, 1.1563975363980572, 50.99288558959961, 5.0, 4.0
 85161.935878125, 41.084386347831305, 1.1563975363980572, 50.99398422241211, 5.0, 4.0
 85162.938774875, 41.084386347831305, 1.1563975363980572, 50.99306869506836, 5.0, 4.0
 85163.93682429167, 41.084386347831305, 1.1563975363980572, 50.99300765991211, 5.0, 4.0
 85164.94063187501, 41.084386347831305, 1.1563975363980572, 50.99660873413086, 5.0, 4.0
 85165.93720791668, 41.084386347831305, 1.1563975363980572, 50.99654769897461, 5.0, 4.0
 85166.93747941667, 41.084386347831305, 1.1563975363980572, 50.99953842163086, 5.0, 4.0
 85167.94052791667, 41.084386347831305, 1.1563975363980572, 50.99917221069336, 5.0, 4.0
 85168.94239354167, 41.084386347831305, 1.1563975363980572, 50.99923324584961, 5.0, 4.0
 85169.93895000001, 41.084386347831305, 1.1563975363980572, 51.00393295288086, 5.0, 3.0
 85170.94076150001, 41.084386347831305, 1.1563975363980572, 51.00442123413086, 10.0, 3.0
 85171.934654625, 41.084386347831305, 1.1563975363980572, 51.00130844116211, 10.0, 3.0
 85172.93822929167, 41.084386347831305, 1.1563975363980572, 50.97774887084961, 10.0, 3.0
 85173.94135125, 41.084386347831305, 1.1563975363980572, 50.09359359741211, 10.0, 3.0
 85174.93708483333, 41.084386347831305, 1.1563975363980572, 50.10012435913086, 10.0, 3.0
 85175.93882575001, 41.084386347831305, 1.1563975363980572, 50.10537338256836, 10.0, 3.0
 85176.93763879167, 41.084386347831305, 1.1563975363980572, 50.10671615600586, 10.0, 3.0
 85177.93701220833, 41.084386347831305, 1.1563975363980572, 50.10451889038086, 10.0, 3.0
 85178.935591625, 41.084386347831305, 1.1563975363980572, 49.76986312866211, 10.0, 3.0
 85179.93649183334, 41.084386347831305, 1.1563975363980572, 50.24013900756836, 10.0, 4.0
 85180.937603625, 41.084386347831305, 1.1563975363980572, 50.24624252319336, 10.0, 4.0
 85181.9407035, 41.084386347831305, 1.1563975363980572, 50.24544906616211, 10.0, 4.0
 85182.94120433334, 41.084386347831305, 1.1563975363980572, 50.24270248413086, 10.0, 4.0
 85183.93622820835, 41.084386347831305, 1.1563975363980572, 50.24129867553711, 10.0, 4.0
 85184.932722875, 41.084386347831305, 1.1563975363980572, 50.24349594116211, 10.0, 4.0
 85185.93986979168, 41.084386347831305, 1.1563975363980572, 50.24221420288086, 10.0, 3.0
 85186.94251479168, 41.084386347831305, 1.1563975363980572, 50.24276351928711, 10.0, 4.0
 85187.93702095834, 41.084386347831305, 1.1563975363980572, 50.24502182006836, 10.0, 4.0
 85188.93902141668, 41.084386347831305, 1.1563975363980572, 49.63582992553711, 10.0, 4.0
 85189.942167375, 41.084386347831305, 1.1563975363980572, 49.71200180053711, 10.0, 4.0
 85190.93675041667, 41.084386347831305, 1.1563975363980572, 49.84127426147461, 10.0, 3.0
 85191.93449454167, 41.084386347831305, 1.1563975363980572, 49.94533920288086, 10.0, 3.0
 85192.93115379167, 41.084386347831305, 1.1563975363980572, 49.99734115600586, 10.0, 3.0
 85193.93460275, 41.084386347831305, 1.1563975363980572, 50.04336166381836, 10.0, 3.0
 85194.94203704168, 41.084386347831305, 1.1563975363980572, 50.07717514038086, 10.0, 3.0
 85195.940078, 41.084386347831305, 1.1563975363980572, 50.09811019897461, 10.0, 3.0
 85196.93502129168, 41.084386347831305, 1.1563975363980572, 50.11190414428711, 10.0, 3.0
 85197.93853591668, 41.084386347831305, 1.1563975363980572, 50.12881088256836, 10.0, 3.0
 85198.93770025001, 41.084386347831305, 1.1563975363980572, 50.13894271850586, 10.0, 3.0
 85199.93621316667, 41.084386347831305, 1.1563975363980572, 50.14870834350586, 10.0, 3.0
 85200.93953341668, 41.084386347831305, 1.1563975363980572, 50.45833969116211, 10.0, 3.0
 85201.93546416667, 41.084404955656346, 1.1563745699833672, 50.50802230834961, 10.0, 3.0
 85202.93922195834, 41.08440281827104, 1.156377000735287, 50.66305160522461, 10.0, 3.0
 85203.93533987501, 41.08439753767204, 1.1563854664574902, 50.41122055053711, 10.0, 3.0
 85204.93774975001, 41.0843892395879, 1.1563981231312792, 50.91811752319336, 10.0, 4.0
 85205.94055645834, 41.0843892395879, 1.1563981231312792, 50.98202133178711, 10.0, 3.0
 85206.93723000001, 41.08434573751044, 1.1564119532715122, 50.43484115600586, 10.0, 4.0
 85207.93889620833, 41.08431971170109, 1.156421424822096, 50.12704086303711, 10.0, 4.0
 85208.93892341667, 41.084304498546835, 1.1564251966785233, 50.49654769897461, 10.0, 4.0
 85209.94147416667, 41.08430244498056, 1.1564343329529803, 49.23086166381836, 10.0, 4.0
 85210.93698679167, 41.084290626497086, 1.156441457570676, 49.04598617553711, 10.0, 6.0
 85211.93819333334, 41.08427511997622, 1.1564461514364521, 48.69942855834961, 10.0, 6.0
 85212.94121691668, 41.08427511997622, 1.1564461514364521, 48.62301254272461, 10.0, 6.0
 85213.93723416667, 41.08424796260994, 1.1564566288154166, 48.59145736694336, 10.0, 6.0
 85214.94504833333, 41.08423740141195, 1.1564588919292729, 49.35354232788086, 10.0, 6.0
 85215.93743925, 41.08423262372714, 1.1564586404721777, 49.58901596069336, 10.0, 6.0
 85216.94001516668, 41.08422290071946, 1.156448246912245, 47.84286117553711, 10.0, 6.0
 85217.93774925, 41.08421493791145, 1.1564381886284392, 47.80050277709961, 10.0, 6.0
 85218.93799433333, 41.08421493791145, 1.1564381886284392, 48.01180648803711, 10.0, 6.0
 85219.93890291668, 41.08421493791145, 1.1564381886284392, 48.33266830444336, 10.0, 6.0
