Relative Time Stamp (s),Accel in Device x (g),Accel in Device y (g),Accel in Device z (g),Gravity Unit Vector in x,Gravity Unit Vector in y,Gravity Unit Vector in z,Device Pitch,Device Roll,Device Yaw,Device Rotation Rate in x (s-1),Device Rotation Rate in y (s-1),Device Rotation Rate in z (s-1)
 319530.835221125, -0.162837833166122, 0.118125140666962, 0.148431301116943, -0.146030560135841, -0.610404193401337, -0.778512477874756, -0.1854217540999, 0.656570813133512, -0.0500259546945996, -0.118010580539703, -0.205381006002426, 0.246594235301018
 319530.849607625, -0.20877280831337, 0.0743815898895264, 0.186514675617218, -0.148984760046005, -0.606287717819214, -0.781164944171906, -0.188457978284694, 0.651384158110166, -0.0486280918019955, -0.61953067779541, -0.229991540312767, 0.174735218286514
 319530.852125958, -0.225939020514488, 0.0213930010795593, 0.180300951004028, -0.15136507153511, -0.598831355571747, -0.786441087722778, -0.190143274758302, 0.64204112310854, -0.0507517832245462, -1.05705964565277, -0.329021722078323, -0.0490928143262863
 319530.86619125, -0.226227298378944, 0.00434577465057373, 0.162924528121948, -0.153747066855431, -0.589001536369324, -0.793371915817261, -0.191416749237643, 0.629822764437364, -0.0565558767913189, -1.36589121818542, -0.534558653831482, -0.284850478172302
 319530.868837708, -0.246020674705505, 0.014671802520752, 0.163657248020172, -0.158032044768333, -0.577660083770752, -0.800833761692047, -0.194831177281665, 0.615859200185877, -0.0651094618102782, -1.55244159698486, -0.968678414821625, -0.457410514354706
 319530.882913125, -0.276925206184387, 0.030361533164978, 0.164178848266602, -0.165793299674988, -0.565777182579041, -0.807718276977539, -0.202449346275976, 0.601375458080354, -0.0752111893341157, -1.59634578227997, -1.47206366062164, -0.547651469707489
 319530.885543917, -0.24765533208847, 0.0108905434608459, 0.149520516395569, -0.177164614200592, -0.554271340370178, -0.813262581825256, -0.214493199762714, 0.587487252354775, -0.0859743531889932, -1.532963514328, -1.92533028125763, -0.605568051338196
 319530.899781167, -0.123467981815338, -0.0515023469924927, 0.0945975780487061, -0.191152989864349, -0.543788850307465, -0.817162275314331, -0.229791009935398, 0.574945239751657, -0.09781488682735, -1.42626798152924, -2.2733416557312, -0.730589330196381
 319530.902381667, 0.0852215588092804, -0.128995537757874, 0.0234175324440002, -0.20643737912178, -0.534349858760834, -0.819666922092438, -0.246723968164676, 0.563738367213339, -0.111588017062492, -1.35792541503906, -2.4954035282135, -0.915291786193848
 319530.916151917, 0.239377096295357, -0.177541792392731, -0.0119284987449646, -0.221966803073883, -0.525674760341644, -0.821216642856598, -0.2639822865878, 0.553508127486174, -0.127537801264237, -1.33630454540253, -2.60216355323792, -1.09769976139069
 319530.918793625, 0.240073829889297, -0.188636183738708, 0.0187950134277344, -0.236289650201797, -0.517616868019104, -0.822338104248047, -0.279800921415616, 0.544063315516555, -0.144600764217116, -1.2976006269455, -2.42036652565002, -1.16292190551758
 319530.932862208, 0.191895335912704, -0.170325756072998, 0.0823820233345032, -0.247101619839668, -0.510155200958252, -0.823821842670441, -0.291406764378072, 0.535365239110187, -0.161126575945308, -1.22412502765656, -1.85951447486877, -1.09918582439423
 319530.935408292, 0.156756788492203, -0.150393545627594, 0.12319278717041, -0.252963453531265, -0.502972543239594, -0.826455116271973, -0.297027688252553, 0.527034612296997, -0.175921052048337, -1.16428959369659, -1.14526534080505, -0.939724683761597
 319530.949428417, 0.163512259721756, -0.169612109661102, 0.100860178470612, -0.254942893981934, -0.495396435260773, -0.830413401126862, -0.297872966721178, 0.518291147403454, -0.188327598429819, -1.16188156604767, -0.572158455848694, -0.715394139289856
 319530.952032125, 0.2316854596138, -0.208904534578323, 0.0458525419235229, -0.254299014806747, -0.486957281827927, -0.835586428642273, -0.295429989284896, 0.508602681429246, -0.197548790672305, -1.1721910238266, -0.100264437496662, -0.406443476676941
 319530.966032542, 0.246516764163971, -0.236864924430847, 0.0151585340499878, -0.251903086900711, -0.4776431620121, -0.841666102409363, -0.290806214130605, 0.49797010682897, -0.202849121751933, -1.15193498134613, 0.304743766784668, -0.0487663112580776
 319530.968555167, 0.184512883424759, -0.235532999038696, -0.00154155492782593, -0.24861504137516, -0.467805624008179, -0.848144114017487, -0.285140620233359, 0.486806356986481, -0.204038713755327, -1.09038639068604, 0.572647631168365, 0.300180226564407
 319530.982770083, 0.0783303380012512, -0.225448071956635, -0.0382802486419678, -0.24556665122509, -0.457947313785553, -0.854389369487762, -0.279873823199329, 0.475684794855187, -0.202254877051724, -1.00891709327698, 0.604990422725677, 0.502336263656616
 319530.985364625, -0.0224884450435638, -0.213049948215485, -0.0625331401824951, -0.244113132357597, -0.441857278347015, -0.863232851028442, -0.275593470509246, 0.457667951578963, -0.199557941631461, -0.892399728298187, 0.55434775352478, 0.487961858510971
 319530.999621167, -0.128304615616798, -0.16368579864502, -0.0752394199371338, -0.241019129753113, -0.43427562713623, -0.867936909198761, -0.270867210085625, 0.449233967400452, -0.198413891556735, -0.755873084068298, 0.52909779548645, 0.267279535531998
 319531.002223208, -0.160865232348442, -0.109634876251221, -0.0732355713844299, -0.235924318432808, -0.428557872772217, -0.872168481349945, -0.264180739016553, 0.442896031221114, -0.199302809136112, -0.593133449554443, 0.68049556016922, 0.0379320979118347
 319531.016092208, -0.167323336005211, -0.0718953907489777, -0.0659677386283875, -0.227757230401039, -0.42473241686821, -0.876201450824738, -0.254309097202961, 0.438666300325781, -0.201395552953134, -0.415164768695831, 0.987081587314606, -0.109221935272217
 319531.018673708, -0.176590353250504, -0.0658021569252014, -0.0907754302024841, -0.217925623059273, -0.417504698038101, -0.882155478000641, -0.242188637864589, 0.430697508833563, -0.203726248478376, -0.235465303063393, 1.29482352733612, -0.226396217942238
 319531.033128667, -0.165412470698357, -0.0710345506668091, -0.115858614444733, -0.204079106450081, -0.417002558708191, -0.885697782039642, -0.226463627487971, 0.430144971901684, -0.207498689358704, -0.105913169682026, 1.44800555706024, -0.355609327554703
 319531.035762292, -0.148730203509331, -0.0788001716136932, -0.119010627269745, -0.189862340688705, -0.417568236589432, -0.88858824968338, -0.210502088239403, 0.43076742563118, -0.212615994618375, -0.0229397229850292, 1.35257887840271, -0.512622654438019
 319531.050032542, -0.107362598180771, -0.0894961357116699, -0.102582514286041, -0.177137523889542, -0.418911457061768, -0.890581548213959, -0.196338563372584, 0.432246177289404, -0.219340338619643, 0.0370389223098755, 1.06732106208801, -0.672664225101471
 319531.050342333, -0.0509136021137238, -0.105532616376877, -0.0544312596321106, -0.168004244565964, -0.416897803544998, -0.893292129039764, -0.185901564225413, 0.43002970092355, -0.226925388587058, 0.115296974778175, 0.812442123889923, -0.828261315822601
 319531.054021, -0.0357184261083603, -0.119669854640961, -0.0158132314682007, -0.157976657152176, -0.420155584812164, -0.893595337867737, -0.174979697694317, 0.433616769231114, -0.236807077386911, 0.222231149673462, 0.65222692489624, -0.996560513973236
 319531.06142, -0.00419119000434875, -0.148290634155273, -0.00453442335128784, -0.148305147886276, -0.424753189086914, -0.893079102039337, -0.164558823296319, 0.438689245178658, -0.24805656378838, 0.367309510707855, 0.53863137960434, -1.1259537935257
 319531.071284917, 0.0713173598051071, -0.169086515903473, -0.0130380988121033, -0.13938681781292, -0.430690735578537, -0.891670763492584, -0.155065988713772, 0.44525798133518, -0.259747604980943, 0.520799219608307, 0.442688047885895, -1.15791141986847
 319531.081264917, 0.117487460374832, -0.190056800842285, -0.00821280479431152, -0.13059476017952, -0.434683829545975, -0.891063928604126, -0.145524433255631, 0.449687165907604, -0.270230358426756, 0.614318490028381, 0.685419976711273, -1.0716940164566
 319531.091196583, 0.136043518781662, -0.205638825893402, -0.0176234245300293, -0.117946602404118, -0.441242277622223, -0.889603197574615, -0.131814615250874, 0.456982532090905, -0.27924403141529, 0.606391847133636, 1.06636714935303, -0.845937788486481
 319531.101216083, 0.131949126720428, -0.203958302736282, 0.00969547033309937, -0.104773215949535, -0.446218699216843, -0.888769567012787, -0.117344111583618, 0.462535584282562, -0.284994603217186, 0.434485346078873, 1.25086212158203, -0.488104283809662
 319531.111044833, 0.127563685178757, -0.206303626298904, 0.101511001586914, -0.0908662974834442, -0.44825267791748, -0.889276564121246, -0.101826620887592, 0.464809659866779, -0.28616925701379, 0.133933246135712, 1.60994899272919, 0.0045339297503233
 319531.121096125, 0.131126567721367, -0.255154818296432, 0.107752680778503, -0.0764085575938225, -0.44566610455513, -0.891932368278503, -0.0854576705713832, 0.461918212706125, -0.282154365892123, -0.180996999144554, 1.93517422676086, 0.437148749828339
 319531.130955208, 0.143637746572495, -0.169339179992676, 0.0282727479934692, -0.0613776072859764, -0.442065238952637, -0.894880473613739, -0.0684802464368047, 0.45789980448032, -0.276696492358456, -0.421215176582336, 1.93622589111328, 0.534538686275482
 319531.140952875, 0.0575451515614986, -0.106593728065491, -0.0134549140930176, -0.0469402894377708, -0.436954855918884, -0.898257732391357, -0.0522095479454763, 0.452210427984536, -0.271089458311204, -0.572648406028748, 1.87254917621613, 0.538043141365051
 319531.150838375, -0.0269015766680241, -0.122119963169098, 0.000518858432769775, -0.0326229631900787, -0.431346833705902, -0.901596128940582, -0.0361677881260106, 0.445985108712578, -0.2658866611718, -0.605180501937866, 1.82908082008362, 0.478873550891876
 319531.160792458, -0.0417786054313183, -0.149915188550949, -0.0245906710624695, -0.0191192198544741, -0.425554811954498, -0.904730618000031, -0.0211293546970219, 0.439574882976151, -0.261383796576803, -0.533142268657684, 1.68700480461121, 0.391384184360504
 319531.1706245, -0.023695882409811, -0.159682333469391, -0.0269377827644348, -0.00621134182438254, -0.421463936567307, -0.906823813915253, -0.00684945041223593, 0.435059019505744, -0.257992936574224, -0.423721760511398, 1.54880034923553, 0.290470868349075
 319531.18059025, 0.0175084248185158, -0.158085197210312, -0.00417095422744751, 0.00589855900034308, -0.418101966381073, -0.908380925655365, 0.00649339487482608, 0.431354873139192, -0.255443622537656, -0.359151810407639, 1.42105567455292, 0.215685591101646
 319531.190464917, 0.0672492906451225, -0.147489428520203, 0.0215553045272827, 0.0171623267233372, -0.415193676948547, -0.909571051597595, 0.01886635552093, 0.428155693553705, -0.253298339729237, -0.314180880784988, 1.31007623672485, 0.18874691426754
 319531.200497625, 0.101984590291977, -0.125592797994614, 0.0315829515457153, 0.0273489058017731, -0.412660986185074, -0.910474002361298, 0.0300290669445194, 0.425373461338371, -0.251100078794928, -0.243351444602013, 1.18031096458435, 0.199649095535278
 319531.210379917, 0.100103616714478, -0.115503817796707, 0.0127858519554138, 0.0360963307321072, -0.41127535700798, -0.910796105861664, 0.0396108974845647, 0.423852776287155, -0.24868104255601, -0.130387350916862, 1.02929651737213, 0.220794603228569
 319531.220369542, 0.0798043608665466, -0.110674500465393, 0.000696420669555664, 0.0440512262284756, -0.411084532737732, -0.910532236099243, 0.048341955018178, 0.423643449700994, -0.246189764860574, 0.00172380986623466, 0.974152207374573, 0.228038400411606
 319531.230271625, 0.0566232912242413, -0.1009261906147, 0.02359938621521, 0.0520955808460712, -0.411799669265747, -0.909784078598022, 0.0571990188750611, 0.424428066048241, -0.243907497658098, 0.0818735063076019, 0.996044158935547, 0.205505654215813
 319531.240234042, 0.0485926307737827, -0.103690087795258, 0.0543461441993713, 0.0607518553733826, -0.412667334079742, -0.908853590488434, 0.0667451980287767, 0.425380425695456, -0.242189705080768, 0.0636207312345505, 1.01798391342163, 0.157057702541351
 319531.250046542, 0.0596276000142097, -0.118151873350143, 0.0720609426498413, 0.0695227906107903, -0.412762433290482, -0.908181548118591, 0.0764026312178045, 0.425484827771911, -0.240998076604736, -0.0215048119425774, 1.01994478702545, 0.0927940160036087
 319531.2600695, 0.0710030198097229, -0.107472151517868, 0.0898105502128601, 0.078212670981884, -0.41193699836731, -0.907849490642548, 0.0859393883513027, 0.424578794925635, -0.24029191958891, -0.120053492486477, 0.977330148220062, 0.0477264076471329
 319531.270035708, 0.0949857085943222, -0.0878774225711823, 0.0976852178573608, 0.0863192230463028, -0.410413593053818, -0.907804846763611, 0.0948006402983702, 0.422907578731643, -0.239767019281559, -0.185463920235634, 0.886314213275909, 0.0310422349721193
 319531.27992625, 0.103023841977119, -0.0714123249053955, 0.0924011468887329, 0.0936314389109612, -0.408919095993042, -0.90775454044342, 0.102782726506038, 0.421269291028188, -0.239351244663991, -0.204869836568832, 0.751090884208679, 0.0364814773201942
 319531.289785583, 0.0862871110439301, -0.0532707273960114, 0.0833019018173218, 0.0993513166904449, -0.407102227210999, -0.907963156700134, 0.108988586332471, 0.419279229428511, -0.238670861996641, -0.20614255964756, 0.623289525508881, 0.0410722345113754
 319531.299882, 0.0536428615450859, -0.0336720943450928, 0.0601948499679565, 0.104300864040852, -0.40543007850647, -0.908156275749207, 0.114348022693793, 0.41744927831168, -0.238034112195873, -0.183350428938866, 0.556348323822021, 0.0361962541937828
 319531.309580958, 0.0347596928477287, -0.0224184691905975, 0.0489048957824707, 0.109176464378834, -0.404003649950027, -0.908218920230865, 0.119635362079776, 0.415889372839508, -0.237574939795465, -0.153428480029106, 0.552654504776001, 0.0194827858358622
 319531.32223175, 0.0179872587323189, -0.00964337587356567, 0.0405896902084351, 0.114672653377056, -0.403061062097549, -0.907960295677185, 0.125631824635902, 0.414859185964238, -0.237604193252273, -0.132742375135422, 0.56433379650116, -0.0102324988692999
 319531.329600083, 0.00953856855630875, 0.0129751861095428, 0.0302991271018982, 0.119596555829048, -0.402089565992355, -0.907755792140961, 0.130995242833086, 0.413797892877975, -0.237906536316518, -0.0902226269245148, 0.512346208095551, -0.0501948297023773
 319531.341996875, 0.0138939768075943, 0.0406109988689423, 0.0183169841766357, 0.127753362059593, -0.417274206876755, -0.899756252765656, 0.141043853632787, 0.430443856014148, -0.240918384981511, -0.0441893525421619, 0.389311373233795, -0.0856484323740005
 319531.349490542, -0.00625112652778625, 0.0526009202003479, 0.00832056999206543, 0.137537762522697, -0.429584562778473, -0.892491102218628, 0.152902630898962, 0.444032676956215, -0.245732772011644, -0.0305124223232269, 0.292832255363464, -0.144069120287895
 319531.361478375, -0.0370814502239227, 0.0606995522975922, 0.0145636200904846, 0.148348540067673, -0.438125669956207, -0.886588156223297, 0.165789346246342, 0.453512516001558, -0.251767837463988, -0.0577949099242687, 0.316962361335754, -0.230092152953148
 319531.369349667, -0.0524637401103973, 0.0771384239196777, 0.0379974246025085, 0.157505244016647, -0.442525386810303, -0.882815539836884, 0.17655474793326, 0.458412874007571, -0.257254095749882, -0.0967774614691734, 0.375177979469299, -0.29067799448967
 319531.3814525, -0.0425562858581543, 0.0587000548839569, 0.0502625107765198, 0.162917613983154, -0.442336529493332, -0.88192754983902, 0.182669739144973, 0.458202261310411, -0.26046951774508, -0.122419446706772, 0.460694491863251, -0.297657340764999
 319531.389703583, -0.0303479582071304, 0.0250737965106964, 0.0478249192237854, 0.167051449418068, -0.440723210573196, -0.88196188211441, 0.187191401149177, 0.456404190540936, -0.262440742459177, -0.114244341850281, 0.492407947778702, -0.25162062048912
 319531.400506375, -0.00970399379730225, 0.0180352628231049, 0.0354940295219421, 0.169692412018776, -0.438613265752792, -0.882509410381317, 0.189965404167184, 0.454054992523212, -0.263435735332179, -0.06243547052145, 0.429637223482132, -0.200482860207558
 319531.409019, 0.0124811083078384, 0.0050528347492218, 0.0335611701011658, 0.171051606535912, -0.435823708772659, -0.883628308773041, 0.191213663982697, 0.450953268177354, -0.264043489818405, 0.0197440907359123, 0.298706382513046, -0.165887340903282
 319531.421386625, 0.0187558531761169, -0.0182553827762604, 0.0397733449935913, 0.172085821628571, -0.433175891637802, -0.884728789329529, 0.192108163161181, 0.448013459588777, -0.264948954657499, 0.0852778255939484, 0.185424834489822, -0.144397750496864
 319531.428880583, 0.0263103246688843, -0.0252789855003357, 0.0438804626464844, 0.171413064002991, -0.431187719106674, -0.885829925537109, 0.191143237228341, 0.445808731678714, -0.265455689803027, 0.112566702067852, 0.0649564787745476, -0.126607045531273
 319531.440845583, 0.0137007534503937, -0.0226410329341888, 0.0346389412879944, 0.168779104948044, -0.429766803979874, -0.887025415897369, 0.18802773293796, 0.444234508558275, -0.265542451333092, 0.104162029922009, -0.0540620535612106, -0.138183265924454
 319531.448741917, -0.00954423844814301, -0.0197144448757172, 0.00678747892379761, 0.165290698409081, -0.428481936454773, -0.888302981853485, 0.183970689756573, 0.442812013187726, -0.266343756807798, 0.12942798435688, -0.18569678068161, -0.214549943804741
 319531.459302958, -0.000419169664382935, -0.0123329162597656, -0.011652410030365, 0.161994472146034, -0.428585052490234, -0.888860285282135, 0.180271135139687, 0.442926118892188, -0.268765417707728, 0.156872928142548, -0.332696348428726, -0.305828183889389
 319531.468689125, 0.0255630165338516, 0.01253542304039, -0.0114255547523499, 0.159144625067711, -0.429939597845078, -0.88872092962265, 0.17719346986364, 0.444425877312919, -0.272612586206631, 0.131622955203056, -0.422201991081238, -0.386182963848114
 319531.479037167, 0.0276200324296951, 0.0311895906925201, -0.0215778946876526, 0.157438561320305, -0.43042054772377, -0.888791978359222, 0.175319073950275, 0.444958639896972, -0.277723933723714, 0.0545534677803516, -0.466227501630783, -0.450221866369247
 319531.488533833, 0.0238821506500244, 0.0337353944778442, -0.0110562443733215, 0.157117605209351, -0.430173993110657, -0.888968169689178, 0.174934963175818, 0.44468550122066, -0.283787888963397, -0.0670062527060509, -0.472504854202271, -0.495687901973724
 319531.500885292, 0.0175500065088272, 0.0461484789848328, 0.0139544010162354, 0.15723942220211, -0.42949503660202, -0.889274835586548, 0.17500868869007, 0.443933543984484, -0.290464905250859, -0.226440727710724, -0.488239586353302, -0.57374894618988
 319531.508355167, 0.0161972641944885, 0.0734600126743317, 0.0346137285232544, 0.157768204808235, -0.427433371543884, -0.890174090862274, 0.175411464566604, 0.441651837269596, -0.298027905065758, -0.378036350011826, -0.506346940994263, -0.683782458305359
 319531.518244042, 0.0267840027809143, 0.0857610702514648, 0.0522864460945129, 0.157572701573372, -0.423697471618652, -0.89199286699295, 0.17484853185074, 0.437523420841116, -0.306079908558804, -0.501074433326721, -0.535730957984924, -0.793408334255219
 319531.528255917, 0.0443801432847977, 0.0888983607292175, 0.0884256362915039, 0.156028792262077, -0.418366134166718, -0.894776344299316, 0.172641526462494, 0.431645701037694, -0.314185095261418, -0.603493750095367, -0.582755744457245, -0.869545698165894
 319531.53805575, 0.062579482793808, 0.0940322875976562, 0.106861114501953, 0.154186874628067, -0.411231994628906, -0.898395597934723, 0.169968803697296, 0.42380522518154, -0.322703853078057, -0.65660172700882, -0.644496321678162, -0.911821484565735
 319531.548106708, 0.0789864957332611, 0.0998116433620453, 0.113027691841125, 0.151528030633926, -0.403797209262848, -0.902212262153625, 0.166398661878242, 0.415663711202552, -0.331307651219922, -0.680739283561707, -0.732708752155304, -0.916195452213287
 319531.557976125, 0.0789616405963898, 0.0943108797073364, 0.132110953330994, 0.148180693387985, -0.396373867988586, -0.906051993370056, 0.162110304217726, 0.40756381628442, -0.339894305308878, -0.669875681400299, -0.809303104877472, -0.909435033798218
 319531.567919625, 0.0669628232717514, 0.0827893912792206, 0.145112693309784, 0.143898382782936, -0.389536827802658, -0.909700095653534, 0.156882361053504, 0.400128651908363, -0.348344061695961, -0.593383073806763, -0.879002034664154, -0.882561862468719
 319531.578044083, 0.099043071269989, 0.10199698805809, 0.154321074485779, 0.138627842068672, -0.383857369422913, -0.912927031517029, 0.150698601451783, 0.393970062367093, -0.356414275039824, -0.461201012134552, -0.958023369312286, -0.818546414375305
 319531.587819667, 0.143068909645081, 0.162449240684509, 0.162346661090851, 0.132230162620544, -0.379917502403259, -0.915520489215851, 0.143439762227009, 0.389707107132445, -0.364313075333296, -0.261904180049896, -1.059814453125, -0.786751985549927
 319531.597707333, 0.145414292812347, 0.218238532543182, 0.16602885723114, 0.12520033121109, -0.37801331281662, -0.917295336723328, 0.135650371717812, 0.387649424643642, -0.372714734740249, -0.0372292548418045, -1.13037216663361, -0.80392062664032
 319531.607725917, 0.131846368312836, 0.252030849456787, 0.180776298046112, 0.117924749851227, -0.378297328948975, -0.918142020702362, 0.127739108666241, 0.387956252028097, -0.381818985665986, 0.202184394001961, -1.14328718185425, -0.849931240081787
 319531.617713292, 0.135449677705765, 0.298880398273468, 0.190025746822357, 0.11104079335928, -0.380957394838333, -0.917900502681732, 0.12038759159577, 0.390831563216583, -0.391920044351893, 0.475090503692627, -1.123894572258, -0.915910243988037
 319531.6274985, 0.169347360730171, 0.361237317323685, 0.205200016498566, 0.104349538683891, -0.386429578065872, -0.916396915912628, 0.113381012080675, 0.396757298452912, -0.403115824245403, 0.796375036239624, -1.14660179615021, -0.976859629154205
 319531.637482333, 0.218339323997498, 0.39534929394722, 0.216728806495667, 0.0974413082003593, -0.39498308300972, -0.913506150245667, 0.106265572688874, 0.406049451926341, -0.414744748163138, 1.14049696922302, -1.20976376533508, -0.948593080043793
 319531.64741175, 0.241551786661148, 0.381076902151108, 0.193159759044647, 0.0881296098232269, -0.406803220510483, -0.909254729747772, 0.0966232853431242, 0.418951896681704, -0.425611462176721, 1.48193264007568, -1.55345320701599, -0.839393615722656
 319531.657290667, 0.164000272750854, 0.296346724033356, 0.229489862918854, 0.0752575471997261, -0.421926558017731, -0.903501093387604, 0.0831036280182465, 0.435569224190789, -0.434904863541852, 1.83289361000061, -1.6248871088028, -0.615206897258759
 319531.667276625, 0.228531986474991, 0.377185374498367, 0.202264547348022, 0.0633991584181786, -0.440890818834305, -0.895318746566772, 0.0706938254247719, 0.456590933283946, -0.439830605886305, 2.24171662330627, -1.42761743068695, -0.161963477730751
 319531.677137625, 0.106425449252129, 0.39265450835228, 0.142185688018799, 0.0506943017244339, -0.463378995656967, -0.884708881378174, 0.0572379557940789, 0.481804499402771, -0.438547387495474, 2.63955760002136, -1.26472175121307, 0.451720952987671
 319531.687162375, 0.159569337964058, 0.301917612552643, 0.0761380791664124, 0.0375131815671921, -0.48928028345108, -0.871319353580475, 0.0430267386128676, 0.511264317666182, -0.429041025625651, 2.99354386329651, -0.922998011112213, 1.13605451583862
 319531.697120792, 0.168053954839706, -0.0303325653076172, 0.0503142476081848, 0.0212160591036081, -0.51622200012207, -0.85619193315506, 0.0247744902235183, 0.542433853570119, -0.415021057647985, 3.12100076675415, -1.23524296283722, 1.38678371906281
 319531.706974958, 0.196173921227455, -0.0924348831176758, 0.175404727458954, -0.000373142771422863, -0.543032705783844, -0.839711368083954, -0.000444370260413196, 0.574044490601544, -0.397648457528932, 3.17906093597412, -1.70966732501984, 1.55140888690948
 319531.716891125, 0.100568898022175, -0.117387712001801, 0.492389678955078, -0.0229474399238825, -0.568922102451324, -0.822071075439453, -0.0279069325991957, 0.605194546825495, -0.378337667610027, 3.13468408584595, -1.62815487384796, 1.59234082698822
 319531.726853583, 0.0868736654520035, -0.252309262752533, 0.529032647609711, -0.0426689498126507, -0.591318666934967, -0.805308282375336, -0.0529351169993624, 0.632693000256332, -0.357193615057078, 2.69450378417969, -1.19106614589691, 1.62711083889008
 319531.73675225, 0.13567703962326, 0.0167211294174194, 0.350029945373535, -0.0602986142039299, -0.606519043445587, -0.792778968811035, -0.075913640451701, 0.651675063706964, -0.336419378649037, 1.74723243713379, -1.0497362613678, 1.49755394458771
 319531.746674833, 0.217997342348099, 0.530496835708618, 0.216368079185486, -0.0739238634705544, -0.611643075942993, -0.787672400474548, -0.0935769204284215, 0.658135802244908, -0.322796016372092, 0.377776205539703, -0.865430057048798, 0.814451217651367
 319531.756551042, 0.260163187980652, 0.838390588760376, 0.360700070858002, -0.0759895965456963, -0.605846643447876, -0.791943967342377, -0.0956603883684598, 0.650829638270094, -0.321298814521722, -1.08954989910126, 0.162159472703934, 0.0283790305256844
 319531.766510542, 0.187218010425568, 0.699873924255371, 0.510480880737305, -0.0679247975349426, -0.588927268981934, -0.805326461791992, -0.084145263581213, 0.629730860175244, -0.32795072121602, -2.52283430099487, 0.882159411907196, -0.426895797252655
 319531.776406708, 0.191571146249771, 0.499085783958435, 0.433465361595154, -0.0596589297056198, -0.560777068138123, -0.825814604759216, -0.0721172381511245, 0.595324012140434, -0.336072613396787, -3.80329465866089, 0.613117337226868, -0.310512483119965
