Relative Time Stamp (s),Latitude,Longitude,Altitude,Horizontal Accuracy,Vertical Accuracy
306154.057418875, 51.4035867016738, -0.51614934300362, 13.0256004333496, 65.0, 10.0
 306154.059835875, 51.4035867016738, -0.51614934300362, 13.0256004333496, 65.0, 10.0
 306154.06692175, 51.4035245209534, -0.516213294918724, 13.0256004333496, 117.186542186894, 10.0
 306154.071901792, 51.4035244824312, -0.516213334538232, 13.0256004333496, 117.186577740792, 10.0
 306154.37189475, 51.4034939383322, -0.516124018955356, 13.2502183914185, 65.0, 10.0
 306156.02138175, 51.4034893011696, -0.516123311188563, 13.2680387496948, 65.0, 10.0
 306156.216192, 51.4034911757814, -0.516221886501197, 15.8940086364746, 30.0, 32.0
 306156.786935542, 51.4034979232134, -0.516233202070479, 15.9084739685059, 30.0, 32.0
 306157.789018667, 51.4035057183834, -0.516280224547271, 15.2112083435059, 30.0, 32.0
 306158.779109875, 51.4035115857156, -0.516306795180325, 14.9778099060059, 50.0, 32.0
 306159.792304167, 51.4034547145026, -0.516440402716879, 15.2538108825684, 30.0, 16.0
 306160.806472208, 51.4034933550762, -0.516374520957951, 15.2704734802246, 10.0, 3.0
 306161.107444333, 51.4035770483794, -0.516599323601012, 15.2427024841309, 30.0, 3.0
 306162.087621208, 51.4035470830755, -0.516767380759601, 15.1972312927246, 30.0, 3.0
 306163.101974458, 51.4034777647363, -0.516375359148268, 15.2265281677246, 10.0, 3.0
 306164.1049735, 51.4035001025083, -0.516393966973309, 15.2388572692871, 10.0, 3.0
 306165.093358333, 51.4034936484428, -0.516434870660786, 15.1938743591309, 10.0, 3.0
 306166.089875375, 51.4035004377844, -0.516426488757614, 15.2253684997559, 10.0, 3.0
 306167.092175375, 51.4034951571854, -0.51640234887648, 15.2392234802246, 10.0, 3.0
 306168.093879542, 51.4034923492478, -0.516384830698852, 15.2473411560059, 10.0, 3.0
 306169.097465417, 51.4034923492478, -0.516384830698852, 15.2516746520996, 10.0, 3.0
 306170.089114875, 51.4034923492478, -0.516384830698852, 15.2544822692871, 10.0, 3.0
 306171.091386083, 51.4034923492478, -0.516384830698852, 15.2574729919434, 10.0, 4.0
 306172.094322, 51.4034923492478, -0.516384830698852, 15.2587547302246, 10.0, 4.0
 306173.103712625, 51.4034923492478, -0.516384830698852, 15.2596702575684, 10.0, 4.0
 306174.10269875, 51.4034923492478, -0.516384830698852, 15.2619895935059, 10.0, 4.0
 306175.098297208, 51.4034923492478, -0.516384830698852, 15.2619285583496, 10.0, 4.0
 306176.102170083, 51.4034923492478, -0.516384830698852, 15.2619285583496, 10.0, 4.0
 306177.102158083, 51.4034923492478, -0.516384830698852, 15.2619895935059, 10.0, 4.0
 306178.094733458, 51.4034923492478, -0.516384830698852, 15.2619285583496, 10.0, 4.0
 306179.090841583, 51.4034923492478, -0.516384830698852, 15.2619285583496, 10.0, 4.0
 306180.09276225, 51.4034923492478, -0.516384830698852, 15.2618064880371, 10.0, 4.0
 306181.13337325, 51.4034923492478, -0.516384830698852, 15.2618064880371, 10.0, 4.0
 306182.105086833, 51.4034923492478, -0.516384830698852, 15.2615013122559, 10.0, 4.0
 306183.109735583, 51.4034923492478, -0.516384830698852, 15.2614402770996, 10.0, 4.0
 306184.093859292, 51.4034923492478, -0.516384830698852, 15.2615013122559, 10.0, 4.0
 306185.104508292, 51.4034923492478, -0.516384830698852, 15.2609519958496, 10.0, 4.0
 306186.097043125, 51.4034923492478, -0.516384830698852, 15.2613792419434, 10.0, 4.0
 306187.094179833, 51.4034923492478, -0.516384830698852, 15.2613182067871, 10.0, 4.0
 306188.098499625, 51.4034923492478, -0.516384830698852, 15.2608299255371, 10.0, 4.0
 306189.099941542, 51.4034923492478, -0.516384830698852, 15.2607688903809, 10.0, 4.0
 306190.099699083, 51.4034923492478, -0.516384830698852, 15.2606468200684, 10.0, 4.0
 306191.095771833, 51.4034923492478, -0.516384830698852, 15.2605857849121, 10.0, 4.0
 306192.105550667, 51.4034923492478, -0.516384830698852, 15.2367210388184, 10.0, 4.0
 306193.103808792, 51.4034923492478, -0.516384830698852, 15.2375755310059, 10.0, 4.0
 306194.094270542, 51.4034738252418, -0.516314841807369, 15.2370262145996, 10.0, 4.0
 306195.100173958, 51.4034738252418, -0.516314841807369, 15.2145652770996, 10.0, 3.0
 306196.098863875, 51.4034738252418, -0.516314841807369, 15.2138938903809, 10.0, 3.0
 306197.103003625, 51.4034738252418, -0.516314841807369, 15.2127342224121, 10.0, 3.0
 306198.105858917, 51.4034738252418, -0.516314841807369, 15.2198753356934, 10.0, 3.0
 306199.101990708, 51.4034738252418, -0.516314841807369, 15.2282371520996, 10.0, 3.0
 306200.099874542, 51.4034738252418, -0.516314841807369, 15.2310447692871, 10.0, 3.0
 306201.103943875, 51.4034738252418, -0.516314841807369, 15.2326316833496, 10.0, 3.0
