Relative Time Stamp (s),Barometic Pressure (kPa),Estimated Altitude a.s.l. (m)
 312967.254842458, 102.232192993164, -6.39969635009766
 312968.204705708, 102.232192993164, -6.39969635009766
 312969.156637292, 102.22966003418, -6.19359588623047
 312970.104305833, 102.22966003418, -6.19359588623047
 312971.054072417, 102.230033874512, -6.22530364990234
 312972.007709917, 102.230239868164, -6.24115753173828
 312972.954429583, 102.230773925781, -6.28343200683594
 312973.903802167, 102.234443664551, -6.58994293212891
 312974.857011125, 102.234649658203, -6.60579681396484
 312975.803537875, 102.235877990723, -6.70620727539062
 312976.754413667, 102.23698425293, -6.79604339599609
 312977.706722667, 102.244087219238, -7.38263702392578
 312978.653525625, 102.249656677246, -7.84239959716797
 312979.607353167, 102.251899719238, -8.02736663818359
 312980.557930875, 102.251899719238, -8.02736663818359
 312981.503607875, 102.238609313965, -6.93344116210938
 312982.454084208, 102.21061706543, -4.6187744140625
 312983.404425042, 102.176856994629, -1.82848358154297
 312984.353396667, 102.141899108887, 1.06221771240234
 312985.304423375, 102.094825744629, 4.95699310302734
 312986.254160208, 102.06192779541, 7.67858505249023
 312987.203704333, 102.030517578125, 10.2786254882812
 312988.160155, 101.997200012207, 13.0372085571289
 312989.103978083, 101.979217529297, 14.5274772644043
 312990.054188875, 101.954414367676, 16.5779190063477
 312991.004993875, 101.95719909668, 16.3506774902344
 312991.954486833, 101.95719909668, 16.3506774902344
 312992.905617583, 102.021301269531, 11.0396156311035
 312993.855522167, 102.021301269531, 11.0396156311035
 312994.80523425, 102.041511535645, 9.36966705322266
 312995.756851958, 102.052772521973, 8.43428802490234
 312996.706725333, 102.052772521973, 8.43428802490234
 312997.656419625, 102.05647277832, 8.13306427001953
 312998.605680958, 102.05933380127, 7.89525604248047
 312999.5563895, 102.061851501465, 7.68386840820312
 313000.509633792, 102.075012207031, 6.59523391723633
 313001.456223958, 102.082427978516, 5.98221588134766
 313002.410682917, 102.084335327148, 5.82367706298828
 313003.360094083, 102.085083007812, 5.76554489135742
 313004.310529375, 102.109321594238, 3.75738525390625
 313005.257117708, 102.109321594238, 3.75738525390625
 313006.2104195, 102.09937286377, 4.581787109375
 313007.158762708, 102.074569702148, 6.63222503662109
 313008.108114167, 102.074569702148, 6.63222503662109
 313009.06138975, 102.083633422852, 5.88180541992188
 313010.008256583, 102.089630126953, 5.38505172729492
 313010.963040208, 102.107093811035, 3.94234466552734
 313011.911170667, 102.113655090332, 3.39802551269531
 313012.858934583, 102.129791259766, 2.06629943847656
 313013.81211125, 102.137718200684, 1.41100311279297
 313014.761447542, 102.129791259766, 2.06629943847656
 313015.7100535, 102.132690429688, 1.82320404052734
 313016.660011, 102.127517700195, 2.25125885009766
 313017.611813333, 102.130393981934, 2.01345062255859
 313018.560293042, 102.130393981934, 2.01345062255859
 313019.510505667, 102.138969421387, 1.30530548095703
 313020.465507958, 102.146377563477, 0.692291259765625
 313021.410745375, 102.154266357422, 0.0422821044921875
 313022.360916708, 102.15975189209, -0.412200927734375
 313023.312425833, 102.15975189209, -0.412200927734375
