Relative Time Stamp (s),Magnetic North in Device x,Magnetic North in Device y,Magnetic North in Device z
317311.968544958, -17.8374176025391, 92.9407043457031, -615.722961425781
 317311.96878275, -18.1054229736328, 92.3995513916016, -615.487182617188
 317311.970882125, -17.90234375, 92.0312805175781, -615.56103515625
 317311.971890583, -17.6914520263672, 91.7404479980469, -615.249633789062
 317311.972862417, -17.8018341064453, 91.2813415527344, -615.323059082031
 317311.973700292, -17.7326049804688, 91.2076416015625, -615.708190917969
 317311.974458208, -17.4300842285156, 91.1467895507812, -615.707275390625
 317311.975193875, -17.0464630126953, 91.1645660400391, -615.9384765625
 317311.975950417, -17.0928192138672, 91.5422821044922, -615.401489257812
 317311.976755625, -17.1056213378906, 91.3892974853516, -615.708923339844
 317311.977466167, -16.2268829345703, 90.8265991210938, -615.934509277344
 317311.978306875, -16.0511932373047, 90.0791473388672, -616.005126953125
 317311.979041958, -15.4832153320312, 89.4275360107422, -615.767395019531
 317311.979742667, -15.6797332763672, 88.8143005371094, -615.530944824219
 317311.980508333, -15.3829803466797, 87.6192779541016, -615.59765625
 317311.98119425, -15.5868225097656, 86.8569641113281, -614.742553710938
 317311.983858625, -15.8644561767578, 86.1651000976562, -614.274047851562
 317311.984489917, -16.2659301757812, 85.8468933105469, -613.345825195312
 317311.988876042, -16.9653472900391, 85.6646881103516, -612.573486328125
 317311.989462667, -17.5612335205078, 85.8648223876953, -611.958557128906
 317312.00926375, -17.9105834960938, 86.3030395507812, -611.499694824219
 317312.009983333, -17.9980926513672, 86.14794921875, -611.421325683594
 317312.023838583, -18.0369720458984, 85.6167297363281, -611.494079589844
 317312.024427458, -18.2327423095703, 86.0621337890625, -611.112243652344
 317312.041070417, -18.4210662841797, 85.5986480712891, -611.340087890625
 317312.041741167, -18.7699279785156, 86.0372009277344, -610.803955078125
 317312.057412625, -18.6342163085938, 85.8158874511719, -611.110717773438
 317312.058062708, -19.1544952392578, 86.0187835693359, -610.727233886719
 317312.073689958, -19.3071136474609, 86.0122528076172, -610.495788574219
 317312.074333542, -20.3800811767578, 85.9633331298828, -609.647888183594
 317312.091789125, -21.1400451660156, 85.9329528808594, -607.950866699219
 317312.092655042, -21.545166015625, 85.6121520996094, -607.640014648438
 317312.108426208, -22.3032836914062, 85.655029296875, -606.560913085938
 317312.109301792, -23.0081787109375, 85.3970184326172, -605.787902832031
 317312.124788958, -23.6646270751953, 85.8208923339844, -605.174987792969
 317312.125649583, -24.025390625, 86.1071166992188, -604.792053222656
 317312.142437333, -24.0758666992188, 86.4819183349609, -604.949645996094
 317312.143310542, -24.4238433837891, 86.9931030273438, -605.185913085938
 317312.159836417, -24.7749938964844, 87.4300231933594, -605.03564453125
 317312.160711125, -25.4841918945312, 88.2270965576172, -604.966247558594
 317312.179413583, -25.45263671875, 88.6811676025391, -605.201477050781
 317312.180292333, -25.7345733642578, 89.0443878173828, -605.436401367188
 317312.199011042, -25.8001556396484, 89.1926574707031, -605.360656738281
 317312.199892083, -25.3372344970703, 89.2877502441406, -606.132568359375
 317312.220018417, -24.8137817382812, 89.1590728759766, -606.902526855469
 317312.22155575, -23.9396209716797, 88.5931396484375, -607.899841308594
 317312.242109042, -22.7263488769531, 88.4959411621094, -609.209350585938
 317312.243650792, -22.0946197509766, 87.7667694091797, -610.282836914062
 317312.260011833, -20.6553649902344, 87.6053009033203, -611.514282226562
 317312.261521125, -19.5140838623047, 87.5798797607422, -612.901672363281
 317312.279951083, -18.2518615722656, 88.1649017333984, -614.294067382812
 317312.281567125, -17.6093444824219, 88.6454010009766, -615.377746582031
 317312.301403542, -17.5601348876953, 90.4579162597656, -616.318969726562
 317312.302958708, -17.7208862304688, 92.5619049072266, -617.417358398438
 317312.320589375, -18.5166168212891, 95.3927917480469, -617.982543945312
 317312.323033458, -19.0043029785156, 98.2386779785156, -618.547485351562
 317312.339696417, -19.5386199951172, 100.403961181641, -618.6435546875
 317312.341195667, -20.1063537597656, 102.113861083984, -618.813110351562
 317312.361656208, -20.6341247558594, 103.225646972656, -617.819946289062
 317312.363525625, -21.0531463623047, 103.809234619141, -617.979736328125
 317312.379396, -21.3245544433594, 104.251861572266, -617.366455078125
 317312.380886375, -21.2484588623047, 104.254959106445, -617.520751953125
 317312.395006625, -21.1723785400391, 104.258071899414, -617.675048828125
 317312.396604792, -20.8666687011719, 104.271438598633, -618.060607910156
 317312.414471583, -20.2691192626953, 105.130615234375, -618.375732421875
 317312.415953375, -20.2494506835938, 105.432373046875, -618.764099121094
 317312.43412775, -20.3099975585938, 105.656127929688, -618.76611328125
 317312.436339792, -20.2857513427734, 105.961074829102, -618.3828125
 317312.453797375, -20.6993103027344, 106.620498657227, -618.543212890625
 317312.455501, -20.846435546875, 106.689819335938, -618.3125
 317312.473406, -20.8176422119141, 107.069976806641, -618.084167480469
 317312.4750225, -20.9377746582031, 107.518173217773, -617.933715820312
 317312.492897583, -20.9992523193359, 107.741287231445, -618.090087890625
 317312.494913417, -20.9085235595703, 107.898666381836, -617.628234863281
 317312.512510083, -21.1996002197266, 108.11149597168, -617.55322265625
 317312.514129167, -21.1932067871094, 108.187973022461, -617.399536132812
 317312.532142167, -21.6373596191406, 108.393997192383, -617.170288085938
 317312.533763167, -21.5489501953125, 108.549713134766, -617.094360351562
 317312.551704917, -21.9156494140625, 108.759796142578, -616.787902832031
 317312.553120083, -22.0811157226562, 108.600296020508, -616.863952636719
 317312.57129725, -22.2273254394531, 108.670257568359, -616.478881835938
 317312.572487375, -22.1370697021484, 108.827285766602, -616.09423828125
 317312.590793167, -22.5816955566406, 109.032974243164, -615.942260742188
 317312.592288625, -22.9662475585938, 109.014541625977, -615.865417480469
 317312.610536333, -22.7274475097656, 109.103240966797, -615.47998046875
 317312.613026875, -23.3416442871094, 109.074554443359, -615.171875
 317312.630080083, -23.552978515625, 109.293090820312, -614.633728027344
 317312.6315905, -23.7762145996094, 109.359298706055, -614.248718261719
 317312.649695125, -24.2740631103516, 109.865859985352, -613.790588378906
 317312.651864708, -24.9014892578125, 109.611923217773, -612.940368652344
 317312.669182292, -25.4089660644531, 109.967788696289, -612.24951171875
 317312.670762042, -26.0377655029297, 109.712875366211, -611.630798339844
 317312.688800167, -26.7675323486328, 110.135589599609, -610.400573730469
 317312.690584833, -27.4431610107422, 110.258056640625, -609.322082519531
 317312.708576583, -27.810791015625, 110.3955078125, -608.243286132812
 317312.710558625, -28.3223724365234, 110.676498413086, -607.320251464844
 317312.727919875, -28.7073516845703, 110.585800170898, -606.393920898438
 317312.730109333, -29.1519927978516, 110.791473388672, -606.241882324219
 317312.748892, -29.0383911132812, 111.252807617188, -605.628234863281
 317312.750725583, -29.1579284667969, 110.643356323242, -605.391723632812
 317312.76817675, -29.5415649414062, 110.625564575195, -605.16064453125
 317312.769515375, -29.5292205810547, 110.778213500977, -604.930297851562
 317312.787229542, -29.8514099121094, 110.537322998047, -604.542846679688
 317312.789601292, -29.9752044677734, 110.91096496582, -604.083129882812
 317312.806396208, -30.2955780029297, 110.671356201172, -603.386962890625
 317312.80792875, -30.7411041259766, 110.804397583008, -602.462646484375
 317312.82727725, -30.9556579589844, 110.948715209961, -601.538024902344
 317312.829312708, -31.1811370849609, 110.941360473633, -600.612182617188
 317312.846044042, -31.5675201416016, 110.777709960938, -598.99072265625
 317312.847577333, -31.8522033691406, 110.995071411133, -597.835327148438
 317312.865539333, -32.3866271972656, 110.900115966797, -596.137390136719
 317312.86708, -32.8413238525391, 110.810821533203, -593.976440429688
 317312.885466792, -33.2918853759766, 110.796401977539, -592.047607421875
 317312.886911583, -33.3060302734375, 110.426559448242, -589.806396484375
 317312.907217875, -33.7225952148438, 109.809814453125, -587.718078613281
 317312.909156167, -33.9099426269531, 109.203033447266, -585.938232421875
 317312.925471708, -33.7264862060547, 108.317123413086, -582.843566894531
 317312.927854375, -33.1627807617188, 108.432739257812, -579.6025390625
 317312.94509025, -32.5110778808594, 108.775756835938, -577.289428710938
 317312.946608958, -32.4436645507812, 108.556838989258, -576.1298828125
 317312.966278125, -32.0577392578125, 108.504257202148, -575.048522949219
 317312.968274167, -31.9885101318359, 108.358581542969, -574.506958007812
